CodigoExterno,Nombre,CodigoEstado,FechaCierre,Estado,Descripcion,CodigoTipo,TipoConvocatoria,MontoEstimado,Modalidad,Comprador.NombreOrganismo,Comprador.NombreUnidad,Comprador.ComunaUnidad,Comprador.RegionUnidad,Comprador.NombreUsuario,Comprador.CargoUsuario,EmailResponsablePago
1039043-29-LE25,E1O2RT9 PRODUCCION DIA DE LA MUJER RURAL,5,2025-10-08T18:00:00,Activa,E1O2RT9 PRODUCCION DIA DE LA MUJER RURAL,3,Mixto,11821.0,Trato Directo,Ministerio de Educación,Área de Contrataciones,Viña del Mar,Región de La Araucanía,María González,Encargado de Licitaciones,maría.gonzález@municipalidad.cl
1039-10-LR25,Servicio de Transporte de Agua en Camión Aljibe,5,2025-10-15T17:44:00,Activa,Servicio de Transporte de Agua en Camión Aljibe,1,Público,413454.0,Convenio Marco,Municipalidad de Valparaíso,Departamento de Adquisiciones,Las Condes,Región del Libertador General Bernardo O'Higgins,Diego Morales,Administrador de Contratos,diego.morales@gobierno.cl
1039-8-LP25,Arriendo Camión Pluma Carga y Estanque 2.000 Lts.,5,2025-10-14T15:00:00,Activa,Arriendo Camión Pluma Carga y Estanque 2.000 Lts.,2,Privado,264338.0,Compra Agilizada,Gobierno Regional de Valparaíso,Departamento de Adquisiciones,La Serena,Región de Tarapacá,Roberto Martínez,Administrador de Contratos,roberto.martínez@municipalidad.cl
1042-16-LE25,Adquisición de Container de Almacenamiento CAD DAP,5,2025-10-08T16:00:00,Activa,Adquisición de Container de Almacenamiento CAD DAP,2,Privado,87762.0,Licitación Privada,Municipalidad de Santiago,Sección de Licitaciones,Chillán,Región del Maule,Fernando Ramírez,Coordinador de Adquisiciones,fernando.ramírez@municipalidad.cl
1042-17-LE25,Servicio de suministro de supresor de polvo CAD,5,2025-10-09T16:00:00,Activa,Servicio de suministro de supresor de polvo CAD,2,Privado,42984.0,Subasta Inversa,Dirección del Trabajo,División de Compras,Rancagua,Región del Biobío,María González,Especialista en Compras,maría.gonzález@gobierno.cl
1043030-17-L125,LOGÍSTICA Y PRODUCCIÓN DE CONVERSATORIO DE ASTRO POESÍA EN EL AÑO DE GABRIELA MISTRAL 2025 Y SERVICIO DE TRASLADO Y TRANSPORTE DE DELEGACIÓN DE CAMPEONES REGIONALES DE CUECA ESCOLAR REGIÓN DE ÑUBLE 2025 A MUESTRA NACIONAL DE CUECA ESCOLAR MAULE 2025,5,2025-10-08T16:31:00,Activa,LOGÍSTICA Y PRODUCCIÓN DE CONVERSATORIO DE ASTRO POESÍA EN EL AÑO DE GABRIELA MISTRAL 2025 Y SERVICIO DE TRASLADO Y TRANSPORTE DE DELEGACIÓN DE CAMPEONES REGIONALES DE CUECA ESCOLAR REGIÓN DE ÑUBLE 2025 A MUESTRA NACIONAL DE CUECA ESCOLAR MAULE 2025,2,Privado,289290.0,Subasta Inversa,Instituto de Previsión Social,Sección de Licitaciones,Las Condes,Región del Libertador General Bernardo O'Higgins,Ana Rodríguez,Coordinador de Adquisiciones,ana.rodríguez@gob.cl
1043046-14-LR25,SERVICIOS DE ENTREGA DE AGUA POTABLE DIGUILLIN,5,2025-10-27T15:00:00,Activa,SERVICIOS DE ENTREGA DE AGUA POTABLE DIGUILLIN,3,Mixto,471747.0,Subasta Inversa,Instituto de Previsión Social,Sección de Licitaciones,Punta Arenas,Región de Tarapacá,Ana Rodríguez,Supervisor de Contratos,ana.rodríguez@municipalidad.cl
1043-28-O125,"CONSERV.RUT.  AEROD. LAG.  SAN RAFAEL, REG. AYSEN",5,2025-10-24T10:00:00,Activa,"CONSERV.RUT.  AEROD. LAG.  SAN RAFAEL, REG. AYSEN",3,Mixto,99519.0,Licitación Pública,Instituto de Previsión Social,Unidad de Compras,Talca,Región de Tarapacá,Luis Fernández,Administrador de Contratos,luis.fernández@municipalidad.cl
1046-24-LE25,AIF Ampliación Red Piezométrica Atacama,5,2025-10-06T17:32:00,Activa,AIF Ampliación Red Piezométrica Atacama,2,Privado,1022002.0,Licitación Pública,Gobierno Regional del Biobío,División de Compras,Temuco,Región Aysén del General Carlos Ibáñez del Campo,Diego Morales,Analista de Compras,diego.morales@municipalidad.cl
1046-25-LE25,AIF RESTITUCIÓN EF RÍO COPIAPÓ EN PASTILLO,5,2025-10-06T16:03:00,Activa,AIF RESTITUCIÓN EF RÍO COPIAPÓ EN PASTILLO,3,Mixto,58119.0,Trato Directo,Municipalidad de Concepción,Sección de Licitaciones,Viña del Mar,Región de Los Ríos,María González,Administrador de Contratos,maría.gonzález@gob.cl
1047296-7-H225,CONEXION AGUA POTAB. VILLA EL CONQUISTADOR COELEMU,5,2025-10-16T15:00:00,Activa,CONEXION AGUA POTAB. VILLA EL CONQUISTADOR COELEMU,1,Público,40319.0,Subasta Inversa,Municipalidad de Valparaíso,Sección de Licitaciones,Las Condes,Región del Libertador General Bernardo O'Higgins,Isabel Sánchez,Jefe de Compras,isabel.sánchez@municipalidad.cl
1048-65-LP25,CONSTR. MULTICANCHA Y CIERRE ESC. QUILLAYCILLO,5,2025-10-22T15:00:00,Activa,CONSTR. MULTICANCHA Y CIERRE ESC. QUILLAYCILLO,3,Mixto,305799.0,Compra Agilizada,Ministerio de Educación,División de Compras,Providencia,Región Aysén del General Carlos Ibáñez del Campo,Patricia López,Especialista en Compras,patricia.lópez@gobierno.cl
1048-67-B225,CONST. INFRAESTRUCTURA CANCHA EL TRIANGULO LIC PRIVADA,5,2025-11-03T15:01:00,Activa,CONST. INFRAESTRUCTURA CANCHA EL TRIANGULO LIC PRIVADA,2,Privado,180719.0,Trato Directo,Servicio de Impuestos Internos,Área de Contrataciones,La Serena,Región Metropolitana,Fernando Ramírez,Encargado de Licitaciones,fernando.ramírez@gob.cl
1049-100-LE25,SERVICIO DE ARRIENDO DE EMBARCACIÓN PARA EL ESTUDIO SESGO DE ORILLA EN LA EVALUACIÓN HIDROACÚSTICA DE LOS STOCKS DE ANCHOVETA Y SARDINA COMÚN EN LA REGIÓN DE LA ARAUCANÍA Y LA REGIÓN DE LOS RÍOS AÑO 2026.,5,2025-10-06T15:30:00,Activa,SERVICIO DE ARRIENDO DE EMBARCACIÓN PARA EL ESTUDIO SESGO DE ORILLA EN LA EVALUACIÓN HIDROACÚSTICA DE LOS STOCKS DE ANCHOVETA Y SARDINA COMÚN EN LA REGIÓN DE LA ARAUCANÍA Y LA REGIÓN DE LOS RÍOS AÑO 2026.,1,Público,107961.0,Licitación Privada,Servicio Nacional del Consumidor,Departamento de Adquisiciones,Concepción,Región de Antofagasta,Isabel Sánchez,Coordinador de Adquisiciones,isabel.sánchez@municipalidad.cl
1049-101-LE25,SERVICIO DE ARRIENDO DE EMBARCACIÓN PARA EL ESTUDIO SESGO DE ORILLA EN LA EVALUACIÓN HIDROACÚSTICA DE LOS STOCKS DE ANCHOVETA Y SARDINA COMÚN EN LA REGIÓN DEL ÑUBLE Y LA REGIÓN DEL BIOBIO AÑO 2026.,5,2025-10-06T15:30:00,Activa,SERVICIO DE ARRIENDO DE EMBARCACIÓN PARA EL ESTUDIO SESGO DE ORILLA EN LA EVALUACIÓN HIDROACÚSTICA DE LOS STOCKS DE ANCHOVETA Y SARDINA COMÚN EN LA REGIÓN DEL ÑUBLE Y LA REGIÓN DEL BIOBIO AÑO 2026.,1,Público,882288.0,Convenio Marco,Municipalidad de Santiago,División de Compras,Santiago,Región Aysén del General Carlos Ibáñez del Campo,Carmen Díaz,Coordinador de Adquisiciones,carmen.díaz@gobierno.cl
1049-102-LE25,ADQUISICIÓN DE BOYA OCEANOGRÁFICA COSTERA,5,2025-10-06T15:30:00,Activa,ADQUISICIÓN DE BOYA OCEANOGRÁFICA COSTERA,2,Privado,150243.0,Licitación Pública,Municipalidad de Concepción,Sección de Licitaciones,Talca,Región de Tarapacá,Ana Rodríguez,Administrador de Contratos,ana.rodríguez@gobierno.cl
1049-103-LE25,ADQUISICIÓN DE 02 ESTACIONES METEOROLÓGICAS PARA EL INSTITUTO DE FOMENTO PESQUERO.,5,2025-10-06T15:30:00,Activa,ADQUISICIÓN DE 02 ESTACIONES METEOROLÓGICAS PARA EL INSTITUTO DE FOMENTO PESQUERO.,2,Privado,71586.0,Licitación Privada,Ministerio de Obras Públicas,Sección de Licitaciones,Antofagasta,Región del Libertador General Bernardo O'Higgins,Patricia López,Coordinador de Adquisiciones,patricia.lópez@municipalidad.cl
1049-104-LE25,ADQUISICION DE DOS SERVIDORES DE ALTO RENDIMIENTO  PARA SEDE PUTEMUN DEL INSTITUTO DE FOMENTO  PESQUERO,5,2025-10-14T15:31:00,Activa,ADQUISICION DE DOS SERVIDORES DE ALTO RENDIMIENTO  PARA SEDE PUTEMUN DEL INSTITUTO DE FOMENTO  PESQUERO,3,Mixto,16142.0,Subasta Inversa,Dirección del Trabajo,Área de Contrataciones,Punta Arenas,Región Metropolitana,Roberto Martínez,Supervisor de Contratos,roberto.martínez@gobierno.cl
1049242-35-LE25,FIESTA PATRIMONIAL DEL ROSARIO NINHUE,5,2025-10-13T15:01:00,Activa,FIESTA PATRIMONIAL DEL ROSARIO NINHUE,2,Privado,767957.0,Trato Directo,Gobierno Regional del Biobío,División de Compras,Temuco,Región de Atacama,Juan Pérez,Administrador de Contratos,juan.pérez@municipalidad.cl
1049242-36-LE25,SERVICIO PARA ENCUENTRO REGIONAL PUNTOS CULTURA SAN FABIAN DE ALICO,5,2025-10-13T15:01:00,Activa,SERVICIO PARA ENCUENTRO REGIONAL PUNTOS CULTURA SAN FABIAN DE ALICO,2,Privado,6974.0,Compra Agilizada,Instituto de Previsión Social,Departamento de Adquisiciones,Talca,Región de Atacama,Fernando Ramírez,Jefe de Compras,fernando.ramírez@gob.cl
1049-96-LQ25,SERVICIO DE RED DE ESTACIONES FIJAS PARA EL MONITOREO DE VARIABLES POBLACIONALES DE LOS RECURSOS ERIZO ALMEJA Y LUGA ROJA EN LAS REGIONES DE LOS LAGOS Y AYSÉN,5,2025-10-14T15:31:00,Activa,SERVICIO DE RED DE ESTACIONES FIJAS PARA EL MONITOREO DE VARIABLES POBLACIONALES DE LOS RECURSOS ERIZO ALMEJA Y LUGA ROJA EN LAS REGIONES DE LOS LAGOS Y AYSÉN,2,Privado,3375155.0,Licitación Pública,Servicio Nacional del Consumidor,División de Compras,Temuco,Región de La Araucanía,Juan Pérez,Encargado de Licitaciones,juan.pérez@gob.cl
1049-97-B225,SERVICIOS DE VIGILANCIA EN EDIFICIOS CORPORATIVOS TALCAHUANO VALPARAÍSO Y PUERTO MONTT,5,2025-10-06T15:30:00,Activa,SERVICIOS DE VIGILANCIA EN EDIFICIOS CORPORATIVOS TALCAHUANO VALPARAÍSO Y PUERTO MONTT,2,Privado,4591.0,Licitación Pública,Dirección del Trabajo,Sección de Licitaciones,Ñuñoa,Región Aysén del General Carlos Ibáñez del Campo,Luis Fernández,Supervisor de Contratos,luis.fernández@municipalidad.cl
1050283-29-L125,CONTRATO SUMINISTRO DE TORTAS,5,2025-10-07T18:01:00,Activa,CONTRATO SUMINISTRO DE TORTAS,3,Mixto,394186.0,Trato Directo,Superintendencia de Educación,Departamento de Adquisiciones,Ñuñoa,Región de Los Ríos,Mónica Herrera,Administrador de Contratos,mónica.herrera@gob.cl
1051173-7-LE25,SERVICIO DE TRANSPORTE PRIVADO DE PASAJEROS,5,2025-10-13T17:30:00,Activa,SERVICIO DE TRANSPORTE PRIVADO DE PASAJEROS,3,Mixto,449585.0,Convenio Marco,Ministerio de Salud,Área de Contrataciones,La Serena,Región Aysén del General Carlos Ibáñez del Campo,Carlos Silva,Supervisor de Contratos,carlos.silva@gobierno.cl
1051425-58-LP25,ADQ DE VIGAS METÁLICAS PARA FAENAS DE LA DRV-ÑUBLE,5,2025-10-07T15:00:00,Activa,ADQ DE VIGAS METÁLICAS PARA FAENAS DE LA DRV-ÑUBLE,1,Público,77878.0,Licitación Privada,Gobierno Regional del Biobío,Unidad de Compras,Ñuñoa,Región Metropolitana,Carlos Silva,Supervisor de Contratos,carlos.silva@gobierno.cl
1051425-65-LP25,ARRIEND RODILLO COMPACTADOR RETROEXCAVADORA CAMIÓN,5,2025-10-14T15:00:00,Activa,ARRIEND RODILLO COMPACTADOR RETROEXCAVADORA CAMIÓN,2,Privado,61268.0,Trato Directo,Ministerio de Educación,Unidad de Compras,Viña del Mar,Región de Atacama,Fernando Ramírez,Analista de Compras,fernando.ramírez@gobierno.cl
1051765-24-L125,CURSO TSP SENCE SISTEMA CERRADO “FABRICACIÓN E INSTALACION DE VENTANAS EN TERMOPANEL”,5,2025-10-10T15:00:00,Activa,CURSO TSP SENCE SISTEMA CERRADO “FABRICACIÓN E INSTALACION DE VENTANAS EN TERMOPANEL”,2,Privado,246315.0,Compra Agilizada,Fiscalía Nacional,Departamento de Adquisiciones,Maipú,Región del Libertador General Bernardo O'Higgins,Fernando Ramírez,Analista de Compras,fernando.ramírez@municipalidad.cl
1056854-12-LE25,Suscripción Anual de 82 licencias Meraki 2025-2026,5,2025-10-06T15:15:00,Activa,Suscripción Anual de 82 licencias Meraki 2025-2026,3,Mixto,1986153.0,Licitación Pública,Gobierno Regional del Biobío,Unidad de Compras,Viña del Mar,Región del Maule,Roberto Martínez,Encargado de Licitaciones,roberto.martínez@municipalidad.cl
1056854-13-LE25,ADQUISICIÓN DE 75 UPS ADMINISTRABLES MONITOREABLES Y CON NOTIFICACIONES,5,2025-10-10T20:00:00,Activa,ADQUISICIÓN DE 75 UPS ADMINISTRABLES MONITOREABLES Y CON NOTIFICACIONES,2,Privado,6525.0,Compra Agilizada,Gobierno Regional del Biobío,Sección de Licitaciones,Rancagua,Región de Tarapacá,Isabel Sánchez,Jefe de Compras,isabel.sánchez@gobierno.cl
1057049-263-LR25,ICC. 	Suministro de materiales de carpintería y otros para la Sub-Unidad de Mantenimiento del HCSBA,5,2025-10-06T17:32:00,Activa,ICC. 	Suministro de materiales de carpintería y otros para la Sub-Unidad de Mantenimiento del HCSBA,3,Mixto,60299.0,Subasta Inversa,Ministerio de Educación,Sección de Licitaciones,Temuco,Región de Valparaíso,Juan Pérez,Jefe de Compras,juan.pérez@gobierno.cl
1057049-266-LR25,PCV - Servicio de Vigilancia,5,2025-10-06T15:30:00,Activa,PCV - Servicio de Vigilancia,2,Privado,70119.0,Compra Agilizada,Fiscalía Nacional,Área de Contrataciones,Rancagua,Región de Valparaíso,Luis Fernández,Analista de Compras,luis.fernández@gobierno.cl
1057049-268-LE25,PTF SUM. IMPLANTES CERVICALES PARA VIA ANTERIOR,5,2025-10-06T15:30:00,Activa,PTF SUM. IMPLANTES CERVICALES PARA VIA ANTERIOR,3,Mixto,76478.0,Convenio Marco,Ministerio de Obras Públicas,Unidad de Compras,La Serena,Región del Biobío,Luis Fernández,Encargado de Licitaciones,luis.fernández@gobierno.cl
1057049-277-LQ25,CSP - Servicio de Mantención de Paisajismo Poda,5,2025-10-06T15:30:00,Activa,CSP - Servicio de Mantención de Paisajismo Poda,2,Privado,1415394.0,Licitación Privada,Ministerio de Salud,Sección de Licitaciones,Temuco,Región de Los Lagos,Luis Fernández,Especialista en Compras,luis.fernández@municipalidad.cl
1057049-286-LQ25,PTF ADQUISICION KIT SOLO DE COMPONENTE FEMORAL CONICO,5,2025-10-13T15:30:00,Activa,PTF ADQUISICION KIT SOLO DE COMPONENTE FEMORAL CONICO,1,Público,112703.0,Compra Agilizada,Fiscalía Nacional,Unidad de Compras,Providencia,Región Aysén del General Carlos Ibáñez del Campo,Luis Fernández,Supervisor de Contratos,luis.fernández@municipalidad.cl
1057049-287-LE25,JLL CONTRATACION SERVICIO DE TRASLADO DE MOBILIARIO E INSUMOS CLINICOS DE USO GENERAL EN CAMIÓN DE CARGA PARA EL HOSPITAL CLINICO SAN BORJA ARRIARAN.,5,2025-10-06T15:30:00,Activa,JLL CONTRATACION SERVICIO DE TRASLADO DE MOBILIARIO E INSUMOS CLINICOS DE USO GENERAL EN CAMIÓN DE CARGA PARA EL HOSPITAL CLINICO SAN BORJA ARRIARAN.,1,Público,75062.0,Licitación Privada,Instituto de Previsión Social,Unidad de Compras,Viña del Mar,Región del Biobío,Patricia López,Supervisor de Contratos,patricia.lópez@gob.cl
1057049-288-LE25,JCD ADQ. DE CARGAS Y STAPLER PARA COMPLEMENTAR,5,2025-10-06T15:30:00,Activa,JCD ADQ. DE CARGAS Y STAPLER PARA COMPLEMENTAR,2,Privado,782290.0,Licitación Pública,Gobierno Regional de Valparaíso,Departamento de Adquisiciones,Providencia,Región de Tarapacá,Roberto Martínez,Administrador de Contratos,roberto.martínez@gobierno.cl
1057049-289-LQ25,VDH Servicio de mantención preventiva y correctiva de equipos médicos,5,2025-10-20T15:30:00,Activa,VDH Servicio de mantención preventiva y correctiva de equipos médicos,2,Privado,103031.0,Subasta Inversa,Servicio Nacional de Salud,Sección de Licitaciones,Temuco,Región de Coquimbo,Carmen Díaz,Supervisor de Contratos,carmen.díaz@gob.cl
1057049-290-LE25,PTF KIT DE FIJADORES EXTERNOS TIPO MONOLATERAL Y ACCESORIOS,5,2025-10-08T15:30:00,Activa,PTF KIT DE FIJADORES EXTERNOS TIPO MONOLATERAL Y ACCESORIOS,2,Privado,81817.0,Subasta Inversa,Ministerio de Obras Públicas,Departamento de Adquisiciones,Temuco,Región de Valparaíso,Mónica Herrera,Encargado de Licitaciones,mónica.herrera@gobierno.cl
1057049-291-LR25,ICC. Servicio de Mantención Preventiva y Correctiva de Ascensores y Montacargas del Hospital Clínico San Borja Arriarán ,5,2025-11-03T15:30:00,Activa,ICC. Servicio de Mantención Preventiva y Correctiva de Ascensores y Montacargas del Hospital Clínico San Borja Arriarán ,3,Mixto,50513.0,Licitación Pública,Ministerio de Obras Públicas,Área de Contrataciones,Las Condes,Región del Libertador General Bernardo O'Higgins,Carlos Silva,Supervisor de Contratos,carlos.silva@gobierno.cl
1057049-293-H225,VDH - Mantenimiento equipos RX mediana complejidad,5,2025-10-20T15:30:00,Activa,VDH - Mantenimiento equipos RX mediana complejidad,2,Privado,1724846.0,Subasta Inversa,Ministerio de Salud,Departamento de Adquisiciones,Providencia,Región de Magallanes y de la Antártica Chilena,Carlos Silva,Jefe de Compras,carlos.silva@gobierno.cl
1057055-93-LR25,GSP SUMINISTRO DE MEDICAMENTO INSULINA HUMANA GLARGINA RECOMBINANTE LAPIZ PRECARGADO 100UIML 3ML CON EQUIPOS EN COMODATO,5,2025-10-13T15:30:00,Activa,GSP SUMINISTRO DE MEDICAMENTO INSULINA HUMANA GLARGINA RECOMBINANTE LAPIZ PRECARGADO 100UIML 3ML CON EQUIPOS EN COMODATO,3,Mixto,4220946.0,Trato Directo,Municipalidad de Concepción,Sección de Licitaciones,Talca,Región Metropolitana,Mónica Herrera,Especialista en Compras,mónica.herrera@municipalidad.cl
1057055-94-LE25,GSP SUMINISTRO DE MEDICAMENTOS PANCREATINA 10.000 UI Y 25.000 UI,5,2025-10-06T15:30:00,Activa,GSP SUMINISTRO DE MEDICAMENTOS PANCREATINA 10.000 UI Y 25.000 UI,1,Público,48990.0,Subasta Inversa,Dirección del Trabajo,Área de Contrataciones,Viña del Mar,Región del Maule,Diego Morales,Analista de Compras,diego.morales@gobierno.cl
1057055-95-LE25,GSP SUMINISTRO DE MEDICAMENTO FIBRINÓGENO HUMANO 1 GR,5,2025-10-13T15:30:00,Activa,GSP SUMINISTRO DE MEDICAMENTO FIBRINÓGENO HUMANO 1 GR,1,Público,215004.0,Compra Agilizada,Municipalidad de Valparaíso,Área de Contrataciones,Rancagua,Región del Maule,Carlos Silva,Especialista en Compras,carlos.silva@gob.cl
1057056-9-LE25,VDH Adquisición de de instrumental de oftalmología para el HCSBA,5,2025-10-06T15:30:00,Activa,VDH Adquisición de de instrumental de oftalmología para el HCSBA,3,Mixto,626101.0,Subasta Inversa,Municipalidad de Valparaíso,Área de Contrataciones,Chillán,Región de Los Ríos,Fernando Ramírez,Supervisor de Contratos,fernando.ramírez@municipalidad.cl
1057062-8-LE25,Diseño de Arquitectura y Especialidades CAT,5,2025-10-17T15:30:00,Activa,Diseño de Arquitectura y Especialidades CAT,3,Mixto,327696.0,Convenio Marco,Gobierno Regional del Biobío,Departamento de Adquisiciones,Rancagua,Región de Valparaíso,Isabel Sánchez,Jefe de Compras,isabel.sánchez@municipalidad.cl
1057124-2-LE25,CONTRATACIÓN DE SERVICIO EXTERNO DE GUARDIAS,5,2025-10-09T15:00:00,Activa,CONTRATACIÓN DE SERVICIO EXTERNO DE GUARDIAS,1,Público,970856.0,Trato Directo,Servicio Nacional de Salud,Departamento de Adquisiciones,Providencia,Región de Antofagasta,María González,Encargado de Licitaciones,maría.gonzález@municipalidad.cl
1057379-16-LQ25,SERVICIO DE ASEO PARA EL HOSPITAL SAN ANTONIO DE PUTAENDO ,5,2025-10-22T17:00:00,Activa,SERVICIO DE ASEO PARA EL HOSPITAL SAN ANTONIO DE PUTAENDO ,2,Privado,169354.0,Compra Agilizada,Ministerio de Obras Públicas,Departamento de Adquisiciones,Punta Arenas,Región de Coquimbo,Juan Pérez,Administrador de Contratos,juan.pérez@gob.cl
1057384-128-LE25,COMPRA DE SERVICIO DE PERSONAL MEDICO Y NO MEDICO,5,2025-10-07T13:21:00,Activa,COMPRA DE SERVICIO DE PERSONAL MEDICO Y NO MEDICO,2,Privado,50101.0,Licitación Privada,Municipalidad de Santiago,Área de Contrataciones,La Serena,Región de Los Ríos,Roberto Martínez,Especialista en Compras,roberto.martínez@municipalidad.cl
1057384-130-L125,COMPRA DE ZAPATOS DE SEGURIDAD.,5,2025-10-07T21:00:00,Activa,COMPRA DE ZAPATOS DE SEGURIDAD.,2,Privado,266322.0,Compra Agilizada,Gobierno Regional del Biobío,Sección de Licitaciones,Talca,Región Aysén del General Carlos Ibáñez del Campo,Diego Morales,Administrador de Contratos,diego.morales@gobierno.cl
1057384-131-L125,Cargas para filtros de Dialisis,5,2025-10-07T15:37:00,Activa,Cargas para filtros de Dialisis,2,Privado,543290.0,Licitación Pública,Servicio Nacional del Consumidor,Área de Contrataciones,Valparaíso,Región Aysén del General Carlos Ibáñez del Campo,María González,Supervisor de Contratos,maría.gonzález@gob.cl
1057384-133-L125,Compra de insumos para pacientes,5,2025-10-08T16:22:00,Activa,Compra de insumos para pacientes,3,Mixto,19738.0,Subasta Inversa,Municipalidad de Concepción,Sección de Licitaciones,Viña del Mar,Región de Tarapacá,Roberto Martínez,Encargado de Licitaciones,roberto.martínez@gob.cl
1057389-75-LE25,SUMINISTRO DE SEVOFLURANO,5,2025-10-09T16:00:00,Activa,SUMINISTRO DE SEVOFLURANO,2,Privado,125805.0,Compra Agilizada,Gobierno Regional del Biobío,División de Compras,Las Condes,Región de Magallanes y de la Antártica Chilena,Fernando Ramírez,Jefe de Compras,fernando.ramírez@gob.cl
1057389-76-LQ25,SUMINISTRO DE INSUMOS Y DETERMINACIONES PARA UMT,5,2025-10-23T16:00:00,Activa,SUMINISTRO DE INSUMOS Y DETERMINACIONES PARA UMT,2,Privado,40486.0,Licitación Privada,Superintendencia de Educación,División de Compras,Chillán,Región de Los Ríos,Ana Rodríguez,Coordinador de Adquisiciones,ana.rodríguez@municipalidad.cl
1057389-79-LP25,Suministro Protesis de Rodilla 2,5,2025-10-27T20:00:00,Activa,Suministro Protesis de Rodilla 2,2,Privado,2455279.0,Subasta Inversa,Gobierno Regional del Biobío,Departamento de Adquisiciones,Antofagasta,Región de Magallanes y de la Antártica Chilena,Diego Morales,Coordinador de Adquisiciones,diego.morales@municipalidad.cl
